,GSM1272122,GSM1272123,GSM1272124,GSM1272125,GSM1272126,GSM1272127,GSM1272128,GSM1272129,GSM1272130,GSM1272131,GSM1272132,GSM1272133,GSM1272134,GSM1272135,GSM1272136,GSM1272137,GSM1272138,GSM1272139,GSM1272140,GSM1272141,GSM1272142,GSM1272143,GSM1272144,GSM1272145,GSM1272146,GSM1272147,GSM1272148,GSM1272149,GSM1272150,GSM1272151,GSM1272152,GSM1272153,GSM1272154,GSM1272155,GSM1272156,GSM1272157,GSM1272158,GSM1272159,GSM1272160,GSM1272161,GSM1272162,GSM1272163,GSM1272164,GSM1272165,GSM1272166,GSM1272167,GSM1272168,GSM1272169,GSM1272170,GSM1272171,GSM1272172,GSM1272173,GSM1272174,GSM1272175,GSM1272176,GSM1272177,GSM1272178,GSM1272179,GSM1272180,GSM1272181,GSM1272182,GSM1272183,GSM1272184,GSM1272185,GSM1272186,GSM1272187,GSM1272188,GSM1272189,GSM1272190,GSM1272191,GSM1272192,GSM1272193,GSM1272194,GSM1272195,GSM1272196,GSM1272197,GSM1272198,GSM1272199,GSM1272200,GSM1272201,GSM1272202,GSM1272203,GSM1272204,GSM1272205,GSM1272206,GSM1272207,GSM1272208
cg01606885,0.856649,0.8393131,0.8023241,0.7687358,0.6954237,0.7230486,0.8035051,0.8189061,0.7731093,0.8283787,0.7949646,0.7871954,0.8350065,0.7774212,0.7537374,0.8389831,0.7740058,0.8150366,0.7959496,0.7391024,0.7326264,0.7812775,0.8262876,0.7356228,0.7509011,0.792517,0.754711,0.7472429,0.838838,0.7996387,0.8031719,0.797456,0.7569444,0.7546544,0.7850439,0.8113431,0.7757993,0.7480341,0.683293,0.7817734,0.78469,0.7970297,0.7829513,0.7983613,0.8315606,0.8300885,0.8358209,0.7934723,0.7239609,0.7700138,0.7585871,0.8286308,0.7340133,0.7456468,0.7950299,0.7337143,0.8252484,0.7968313,0.7211233,0.7746724,0.7795095,0.5834761,0.6428881,0.6835158,0.7550213,0.6871967,0.6831923,0.7173989,0.5766863,0.6576133,0.7263671,0.7154047,0.8081805,0.7438254,0.7553772,0.7283465,0.6865718,0.6340822,0.6675513,0.7184101,0.7832817,0.7580887,0.6711485,0.664413,0.6722628,0.7093534,0.7460553
cg23500537,0.3855494,0.2921623,0.2532052,0.3294984,0.3261638,0.3259332,0.3095309,0.3315542,0.2705166,0.3493588,0.3008902,0.3197896,0.2897677,0.3131667,0.3022985,0.2706513,0.3137502,0.2780454,0.2962508,0.3104397,0.3108591,0.3058767,0.2707521,0.2868702,0.3321228,0.3283666,0.3756136,0.2514678,0.3111098,0.3326175,0.3451622,0.3196527,0.325563,0.3247691,0.3006608,0.2966697,0.2825576,0.3091711,0.3331427,0.3357082,0.3549002,0.31123,0.3319283,0.3514099,0.2702056,0.3244931,0.3549925,0.3958641,0.3880676,0.4003142,0.3172562,0.3306921,0.2797827,0.358156,0.3322042,0.4417203,0.3003309,0.3309104,0.4295841,0.3701141,0.377195,0.3207026,0.398713,0.4004858,0.406834,0.4097174,0.3645629,0.3874846,0.4062952,0.511386,0.4096768,0.3711995,0.4005384,0.3421523,0.3989189,0.3362108,0.4012224,0.3878855,0.4220738,0.3886471,0.4,0.3737259,0.4040135,0.394067,0.4230869,0.3560168,0.55225
cg19991948,0.2919207,0.4385863,0.5206991,0.2915633,0.3017833,0.4029783,0.430837,0.2992519,0.3697531,0.2312812,0.2434672,0.2120961,0.490328,0.3153846,0.3134447,0.4133333,0.4386638,0.4726027,0.2444559,0.2336842,0.3738893,0.3461297,0.3581645,0.3074074,0.2776097,0.2520194,0.3093023,0.3989218,0.3846154,0.3610406,0.362439,0.4391131,0.3350126,0.2420656,0.3952632,0.4077208,0.4199077,0.4556277,0.2576901,0.3675048,0.2824536,0.3521047,0.3199382,0.3632813,0.504065,0.5020661,0.3416667,0.414421,0.3255096,0.2713988,0.3749247,0.4250379,0.3794172,0.263009,0.2369062,0.3282594,0.5119777,0.3256997,0.2925203,0.3492316,0.3436645,0.1525577,0.2609195,0.25259,0.2647059,0.2740189,0.2972823,0.1120253,0.3382749,0.1473595,0.07942238,0.214044,0.2304833,0.3304093,0.2391787,0.4248674,0.2005089,0.1925734,0.319342,0.2079063,0.3141264,0.2675781,0.2078916,0.1453114,0.243686,0.3015428,0.3725632
cg07082267,0.4615852,0.5113913,0.4893673,0.4446613,0.4002378,0.4254433,0.4596038,0.4356894,0.4561074,0.4096098,0.4005966,0.3924823,0.5176337,0.3635121,0.3788653,0.450282,0.4518851,0.4268312,0.433699,0.3911183,0.4255831,0.3957458,0.4438728,0.4237288,0.4171754,0.4132455,0.3753926,0.4323674,0.4654069,0.4128519,0.4446557,0.4596256,0.4304481,0.338839,0.4052252,0.4010099,0.4156018,0.4225302,0.3458025,0.4244837,0.3525021,0.4456152,0.3380274,0.4173121,0.4456266,0.5028847,0.409754,0.4101537,0.331618,0.386405,0.3968076,0.4147934,0.3615186,0.3713858,0.4032703,0.4153398,0.4706592,0.3950002,0.3983279,0.4150133,0.4209916,0.2930312,0.3202308,0.3345888,0.3601759,0.3757423,0.3538144,0.3011718,0.3891522,0.2812436,0.3758778,0.3300194,0.3949571,0.3624687,0.4034772,0.3979416,0.349159,0.2858258,0.359655,0.3033914,0.3378249,0.3204502,0.2935992,0.2409079,0.3402797,0.3337074,0.3365205
cg06335143,0.1862907,0.1325347,0.2077,0.2089719,0.203601,0.1762166,0.1706363,0.1459819,0.1863516,0.1840616,0.1694257,0.1540698,0.1581655,0.1930257,0.1934357,0.164199,0.2032484,0.1272679,0.1560953,0.1850039,0.2321998,0.1326792,0.1408411,0.1469727,0.2020671,0.1565798,0.2119761,0.1362975,0.1523746,0.1720358,0.2243092,0.1633035,0.1657889,0.162172,0.1472995,0.1529999,0.1296822,0.1579379,0.1818602,0.1491834,0.1748891,0.2050066,0.1563436,0.2037634,0.1486825,0.1782675,0.1592513,0.1723136,0.1949202,0.2390239,0.1785122,0.143085,0.1857903,0.2082545,0.1806098,0.1817412,0.125248,0.1594792,0.2459054,0.2235954,0.188387,0.1982708,0.3154965,0.2311742,0.2468126,0.177874,0.2349197,0.2301262,0.1837036,0.2063721,0.2044747,0.2218604,0.1854661,0.206109,0.2222657,0.1837058,0.2564186,0.2263568,0.2562434,0.1672501,0.2241387,0.2188059,0.2189827,0.2507053,0.2082383,0.2072994,0.3127462
cg11705975,0.3911371,0.3625465,0.4007258,0.4271912,0.5279009,0.4698088,0.4536459,0.4559219,0.4720083,0.4416942,0.4072662,0.3854505,0.5059709,0.5102422,0.4517419,0.4555231,0.4655112,0.4034551,0.4920225,0.4227624,0.559175,0.4408602,0.378103,0.4359202,0.4806769,0.4408795,0.462864,0.4250891,0.4217762,0.4510031,0.4574905,0.35788,0.4101061,0.484139,0.4575343,0.4336765,0.4015228,0.4848357,0.4830316,0.5135937,0.5066257,0.4604933,0.4297333,0.5087416,0.3934284,0.4671329,0.4176044,0.4212689,0.5003394,0.4900192,0.4509886,0.4546123,0.4582997,0.3896082,0.3637578,0.4752269,0.4079611,0.4274221,0.5141263,0.5029055,0.4487982,0.4795216,0.4940188,0.527041,0.4813778,0.4973302,0.5159563,0.5070187,0.5362458,0.6003839,0.5462871,0.4825871,0.5086321,0.4706236,0.5258832,0.4943227,0.5689617,0.5050073,0.5281512,0.4898328,0.4808652,0.4992293,0.4607722,0.4282697,0.5259259,0.4706641,0.4837679
cg12878812,0.2411463,0.2112202,0.2359744,0.2477976,0.24647,0.2422803,0.2151663,0.1987325,0.2169977,0.2069627,0.2020599,0.1801923,0.2572996,0.2197819,0.2029041,0.1844847,0.2257495,0.1934391,0.1884124,0.2007006,0.2559948,0.1951341,0.18977,0.1677987,0.2143392,0.1831094,0.2279256,0.1710582,0.1950054,0.2239486,0.2533458,0.2127385,0.2116122,0.2124121,0.1914003,0.1991874,0.1794038,0.2014567,0.2253224,0.2062658,0.2104083,0.2218117,0.1984957,0.2304543,0.1928685,0.2314807,0.1931258,0.1811061,0.2008028,0.2405046,0.2004938,0.189777,0.1980193,0.2089877,0.1867687,0.2561161,0.1885721,0.1985601,0.2709339,0.270235,0.2550289,0.2013006,0.2528811,0.269734,0.2355646,0.2283319,0.2376322,0.2321429,0.2544293,0.2442546,0.254097,0.225756,0.2541246,0.2223552,0.2260695,0.2225163,0.2347701,0.2668349,0.2810495,0.2252012,0.2424745,0.2351639,0.2383301,0.2140888,0.2366673,0.2154516,0.2197082
cg13327545,0.3806433,0.3032305,0.3996688,0.4094553,0.469874,0.461775,0.3851891,0.3968097,0.4461057,0.4035252,0.3827792,0.3409425,0.4458081,0.486987,0.4302551,0.4217588,0.4582651,0.4031018,0.3937665,0.4132262,0.5033045,0.3773579,0.3491933,0.3536352,0.4076007,0.3868425,0.4666983,0.3721492,0.4115715,0.4230277,0.4287768,0.3706628,0.3776571,0.4075361,0.4422088,0.3703489,0.3792871,0.4212779,0.4803619,0.4108016,0.4355537,0.4276194,0.4017666,0.4580106,0.4315795,0.4290508,0.414232,0.4087509,0.4414309,0.5035004,0.4318345,0.4002275,0.4535595,0.3920374,0.3468002,0.4643155,0.4035853,0.4293814,0.4934592,0.4854872,0.4419747,0.4496478,0.4858289,0.5145211,0.4539593,0.5141696,0.5087105,0.5059887,0.5254555,0.4835825,0.4904405,0.4592124,0.4914221,0.4912668,0.5387317,0.503985,0.5542977,0.504142,0.5135854,0.441825,0.491593,0.49477,0.4100679,0.412794,0.5019002,0.4436687,0.4375716
cg14674720,0.1530116,0.1568969,0.1645429,0.2143678,0.2197023,0.2409655,0.1596704,0.164894,0.1778123,0.1807403,0.1653141,0.1502645,0.1651518,0.2365026,0.1860034,0.16793,0.1791876,0.1446205,0.1483641,0.1855919,0.251722,0.1705861,0.1569422,0.1364698,0.1825035,0.1514239,0.2591916,0.129491,0.1755427,0.1904926,0.1770011,0.1586311,0.1540323,0.1422589,0.1437558,0.1493773,0.1681722,0.1707459,0.1646605,0.1554932,0.1787719,0.1826706,0.1421254,0.1892004,0.1575891,0.1972869,0.1567604,0.1607846,0.1885681,0.1987175,0.1846905,0.1952619,0.1346424,0.1692214,0.1639775,0.2452181,0.1623572,0.1596801,0.2350796,0.2198113,0.2260361,0.1765416,0.2440031,0.2378292,0.2020065,0.2076138,0.1848174,0.1881297,0.2651227,0.2388273,0.1894058,0.2028445,0.1986208,0.1897686,0.2318722,0.2257928,0.2313967,0.2449165,0.2481722,0.1722934,0.2274257,0.1879461,0.2017625,0.2022895,0.2200267,0.1957315,0.1882809
cg26921969,0.2131798,0.2006886,0.2007711,0.2276615,0.2548609,0.2266197,0.2012963,0.1966377,0.1911983,0.2082402,0.2140065,0.1873087,0.176153,0.2228757,0.2173802,0.1676296,0.23433,0.2007948,0.1931578,0.2382918,0.2633277,0.212146,0.2040237,0.187911,0.2430538,0.2361862,0.2538397,0.1934892,0.1971702,0.1955565,0.2073618,0.1950767,0.1762518,0.1921149,0.1758015,0.1813035,0.1831045,0.1874516,0.1995467,0.1800387,0.2008984,0.2024524,0.1786504,0.2001045,0.1920758,0.2248478,0.2013847,0.2225188,0.2317557,0.2570317,0.1843277,0.2121955,0.2089106,0.2393645,0.2132353,0.2406217,0.1726727,0.2002117,0.2474193,0.2466817,0.2430896,0.1826017,0.2403542,0.2539471,0.2388029,0.2078211,0.2396266,0.2728882,0.2721411,0.248731,0.2283255,0.234314,0.2311568,0.2542128,0.2397931,0.2218634,0.2668187,0.2973934,0.3128696,0.2507916,0.2639861,0.2545295,0.2772816,0.2402397,0.2551564,0.2271845,0.241402
cg10501210,0.9555601,0.9900858,0.9903902,0.9556509,0.9847225,0.9703771,0.9825013,0.9703485,0.9793594,0.9288347,0.9193437,0.8967062,0.9855072,0.9452412,0.9554358,0.9862398,0.9867596,0.965602,0.9478705,0.8888889,0.9458641,0.9476813,0.9718548,0.948482,0.9397483,0.9600785,0.9188312,0.9609669,0.9694832,0.928695,0.9156179,0.9256244,0.87725,0.6593094,0.8566449,0.8886753,0.8255795,0.7948793,0.557971,0.8304483,0.6901215,0.8221695,0.794954,0.778542,0.957423,0.9607201,0.8649327,0.8026199,0.5457627,0.6951941,0.7652122,0.8625113,0.8452693,0.7684805,0.7118308,0.7120767,0.9532727,0.8736119,0.7448868,0.8071542,0.6430298,0.5301583,0.5451895,0.505771,0.4330695,0.519089,0.4779854,0.344879,0.5791211,0.3480673,0.6901549,0.6367771,0.6338357,0.7830707,0.6654214,0.7389171,0.4902223,0.4568219,0.5036206,0.4450336,0.6034855,0.5474747,0.5496183,0.2739623,0.4102678,0.6793997,0.4346341
cg22736354,0.2294993,0.1740405,0.2265652,0.2610147,0.2694773,0.2337351,0.2039247,0.2294503,0.2200565,0.2480666,0.2244002,0.2357557,0.19549,0.2503411,0.2128995,0.1993466,0.1886128,0.1641825,0.1602227,0.2072034,0.2403791,0.2439151,0.1925957,0.1647722,0.2287674,0.2351138,0.2647674,0.1669878,0.2148248,0.222064,0.2305125,0.1669049,0.1983993,0.2479601,0.1921003,0.2122329,0.1708093,0.2157413,0.2452971,0.2017361,0.2280311,0.2218825,0.1813836,0.2347042,0.1734358,0.1916826,0.1787276,0.18833,0.2252814,0.2778152,0.2291596,0.1788783,0.1949096,0.2080735,0.2442282,0.225396,0.1508454,0.1922067,0.3062976,0.2927842,0.2339524,0.2362479,0.3153083,0.2839776,0.275966,0.2492533,0.2672173,0.29696,0.2689954,0.353878,0.2921753,0.2640324,0.2681694,0.2058024,0.2655675,0.2258436,0.2185047,0.2689287,0.2815276,0.2628579,0.2651875,0.2471966,0.2442143,0.2430045,0.2931522,0.2363914,0.2557761
cg22947000,0.3949955,0.3729456,0.4212836,0.3193886,0.3138951,0.3793717,0.4262638,0.2482175,0.4198783,0.2799774,0.296881,0.2664289,0.3701707,0.3836834,0.2678973,0.3083397,0.437659,0.4314132,0.3420479,0.2237857,0.3282196,0.2951673,0.3647255,0.317527,0.2950495,0.315745,0.2969951,0.3616236,0.4424053,0.350142,0.3606981,0.4076329,0.3685279,0.2451136,0.381829,0.4196278,0.3281919,0.3659846,0.3109381,0.4273565,0.4217348,0.3997182,0.3787575,0.442331,0.3609046,0.4655756,0.4831131,0.4162841,0.293212,0.3626338,0.3517241,0.3890675,0.3019291,0.3651761,0.3881674,0.3477583,0.4910714,0.3231393,0.3870878,0.3564748,0.3506647,0.2597758,0.2719135,0.2867174,0.3360592,0.2634936,0.3175627,0.2627315,0.3421713,0.2536271,0.3323755,0.3761085,0.3673338,0.2973576,0.3166363,0.4253195,0.3009768,0.2879167,0.2646378,0.2963762,0.3499842,0.3153118,0.3482653,0.2038074,0.2966226,0.3008242,0.3513514
cg04427498,0.3068888,0.2542044,0.2984402,0.3219442,0.3292759,0.3127999,0.3381543,0.3238492,0.3397309,0.3162276,0.3305447,0.3275862,0.2925019,0.335868,0.2989401,0.3087422,0.3268382,0.284115,0.3180741,0.3373047,0.3655986,0.3049119,0.2727175,0.2730817,0.3283771,0.310656,0.3411765,0.2484216,0.3343949,0.2819694,0.3446012,0.2720705,0.3292727,0.2892923,0.3152629,0.3423484,0.2934962,0.3325729,0.3498136,0.3215054,0.3627238,0.3217816,0.2991742,0.3027956,0.3054579,0.321056,0.3002112,0.3125343,0.3226225,0.3579006,0.3364486,0.2973195,0.3290709,0.3265014,0.3054861,0.3709344,0.2799083,0.3365544,0.342736,0.371867,0.3324803,0.3171681,0.342376,0.390533,0.425589,0.3504764,0.4075499,0.358184,0.4021229,0.3587283,0.3768168,0.3109835,0.3844702,0.3340096,0.3684011,0.3295706,0.3714976,0.4889615,0.3931021,0.3867638,0.3416439,0.3408758,0.3992463,0.2825531,0.3997366,0.3229155,0.3985351
cg00748589,0.1783693,0.1717704,0.172834,0.2299183,0.2537387,0.2180351,0.1757725,0.1917924,0.1898357,0.180819,0.1902884,0.1786102,0.1905375,0.2452311,0.1972369,0.1588257,0.244509,0.154246,0.1765604,0.2232576,0.2352831,0.1889271,0.1593641,0.1071904,0.176696,0.1600998,0.2691744,0.1549434,0.1638166,0.1964873,0.1976717,0.1556017,0.18766,0.1883826,0.1708388,0.1580681,0.1550534,0.1821433,0.1821705,0.1465636,0.2102905,0.1830123,0.1753023,0.2293672,0.1567289,0.1849592,0.1547119,0.208,0.2073029,0.2324228,0.158347,0.1906627,0.1495057,0.2008457,0.1705168,0.2251794,0.1854478,0.213415,0.2758621,0.2986913,0.2483629,0.2018325,0.2195705,0.2720784,0.2271858,0.2376095,0.2346988,0.2593755,0.2859446,0.2616861,0.2454727,0.2311644,0.2628327,0.2223093,0.2398522,0.2443088,0.2768586,0.2660745,0.2699516,0.1979866,0.2397713,0.2293712,0.2457716,0.2024325,0.239829,0.2278472,0.2514646
cg22454769,0.4642544,0.4260272,0.4268127,0.4311084,0.5430928,0.5090919,0.3884288,0.553505,0.472833,0.5261308,0.5272943,0.6162573,0.4270162,0.5847921,0.6220749,0.3973776,0.4580849,0.376799,0.4102316,0.5796241,0.4670967,0.4170552,0.4020934,0.4332305,0.5202908,0.5257363,0.5733486,0.3533589,0.5447024,0.4776931,0.4516644,0.3962963,0.358394,0.5303568,0.4002593,0.4074972,0.4267915,0.4717525,0.5837369,0.3633674,0.5668127,0.4379749,0.4830904,0.4371076,0.2950797,0.4397171,0.3853725,0.4108407,0.5787208,0.6001143,0.4436576,0.3765982,0.4403413,0.4805761,0.4923674,0.5666203,0.345815,0.4671555,0.6516871,0.5792489,0.5182626,0.5216148,0.6765323,0.6279843,0.610389,0.6069606,0.636748,0.6864946,0.6054134,0.671598,0.6084543,0.6441143,0.5987892,0.5365133,0.6213587,0.5059884,0.6142247,0.6656269,0.6260641,0.5971856,0.585757,0.5771238,0.6308013,0.7137588,0.7240358,0.5743687,0.6169955
cg08468401,0.4345319,0.4467362,0.3390622,0.3085938,0.3163739,0.314272,0.3306222,0.4091993,0.3728994,0.3266802,0.3547048,0.3810116,0.410908,0.2700661,0.2854051,0.4304183,0.3600522,0.3644537,0.322745,0.2488336,0.2857628,0.3617917,0.3572902,0.3343225,0.3223989,0.2940125,0.2326139,0.3604278,0.3644631,0.2868852,0.3777778,0.3736833,0.3313185,0.1957169,0.3547775,0.329276,0.3187948,0.2411899,0.267433,0.3416006,0.2792488,0.2675528,0.2878621,0.276749,0.377791,0.401438,0.3877551,0.3436426,0.2082062,0.2238949,0.3239384,0.1818182,0.3433934,0.2755664,0.3168317,0.3174603,0.3736617,0.3545047,0.2177921,0.2664687,0.2254082,0.1422816,0.3028884,0.1966485,0.2389814,0.2429617,0.2107448,0.1667875,0.2194263,0.08315334,0.1401562,0.2339544,0.2245581,0.3174556,0.2865126,0.266786,0.2058658,0.07104795,0.2041852,0.1426134,0.1955998,0.1772575,0.1959288,0.1120346,0.2540269,0.2801358,0.2556008
cg25427880,0.1844558,0.1697448,0.1638396,0.1943916,0.2548847,0.256822,0.1752582,0.2482784,0.1542034,0.250367,0.1682718,0.2246883,0.1735085,0.2221072,0.2211951,0.140399,0.1809174,0.1885151,0.1626212,0.1891145,0.2492756,0.1747842,0.1719923,0.1370746,0.2144119,0.1694204,0.2358874,0.1436345,0.1681072,0.1823019,0.2442051,0.2091634,0.1734445,0.2198344,0.1882017,0.1747278,0.1856181,0.1987438,0.2185444,0.1471999,0.2099924,0.2804469,0.1869119,0.1883078,0.1356152,0.1594972,0.1577167,0.1540363,0.2263818,0.2455731,0.1678887,0.1595983,0.1445769,0.2412455,0.1980251,0.2156776,0.1453647,0.1828633,0.2545805,0.267308,0.2087447,0.2073846,0.285574,0.2991105,0.2603276,0.2211145,0.2760867,0.2439966,0.241534,0.2515563,0.2417257,0.229925,0.2206153,0.189759,0.3338478,0.2075493,0.2563305,0.2055559,0.2919959,0.2194851,0.2403678,0.1905179,0.2446663,0.2854331,0.25,0.2109203,0.2748266
cg13823169,0.5963604,0.5539559,0.5153315,0.4795352,0.4488333,0.4530759,0.5067728,0.4615948,0.456775,0.4849249,0.4950348,0.4805896,0.4667236,0.4214628,0.4898636,0.4650274,0.4680611,0.4588184,0.4919597,0.4301514,0.4265899,0.4844471,0.4585064,0.4782128,0.4884972,0.4793934,0.4112265,0.4276215,0.5109148,0.4769617,0.4991045,0.5064029,0.4783956,0.4532332,0.4507265,0.5094961,0.4608776,0.4481791,0.4396461,0.460353,0.4395021,0.4681527,0.4953234,0.4499503,0.4862298,0.4846064,0.5095188,0.5095788,0.4617529,0.4593524,0.4315452,0.4651381,0.4726569,0.5113746,0.507444,0.4725296,0.5017447,0.4965545,0.4722809,0.4936648,0.5019723,0.4002903,0.4421301,0.3976245,0.4820031,0.4151271,0.4499757,0.4178796,0.393865,0.3647418,0.4606962,0.4427626,0.4664027,0.4708829,0.4728405,0.4221875,0.4564678,0.3439431,0.4072388,0.4044925,0.4507182,0.4297981,0.4778574,0.325285,0.4391102,0.4757162,0.4529553
cg15845821,0.4702648,0.5012056,0.4788323,0.4351623,0.4260327,0.4870995,0.5342389,0.4831006,0.4826825,0.4643865,0.4215318,0.4076681,0.5251186,0.4520483,0.3800347,0.4704671,0.4982596,0.5355686,0.5499675,0.4465409,0.4889814,0.4832482,0.489083,0.4923208,0.4897345,0.4568598,0.4105183,0.4638854,0.5062048,0.4218731,0.4472136,0.4589852,0.4549747,0.354423,0.440375,0.464562,0.423514,0.4712158,0.3793103,0.4316442,0.3624243,0.4801095,0.4556155,0.4560427,0.4884557,0.5110987,0.5093527,0.4702158,0.4237747,0.4770958,0.4496445,0.4356123,0.4192628,0.451962,0.4640454,0.4153575,0.5607867,0.4818155,0.4099267,0.3803352,0.438218,0.2578854,0.3131824,0.3923362,0.4048488,0.3761851,0.3846605,0.2921668,0.3736378,0.2247865,0.4098333,0.4228945,0.4618287,0.4439164,0.4386178,0.5001832,0.4570597,0.3421489,0.4594312,0.3052067,0.425858,0.4242448,0.4039176,0.4428659,0.3865773,0.4159519,0.3798971
cg04875128,0.09090161,0.04398909,0.1258503,0.05579773,0.1752556,0.2118778,0.1122449,0.2832177,0.09460609,0.1495413,0.1567176,0.1447457,0.1535898,0.2028628,0.1872038,0.04163608,0.1407706,0.1218563,0.06923925,0.2792785,0.08297055,0.1110185,0.05733884,0.05717163,0.09366615,0.1660661,0.2314192,0.05434533,0.4289608,0.07578453,0.05913907,0.04155608,0.04081298,0.1726319,0.1032438,0.06568643,0.1433924,0.1097765,0.2555546,0.1371323,0.2238603,0.07122565,0.1184295,0.1822852,0.0218893,0.1204279,0.1812921,0.07560313,0.1727026,0.2579412,0.2232672,0.04137218,0.1223466,0.113136,0.07879405,0.1984693,0.03351019,0.1261616,0.2404332,0.2509345,0.1220884,0.1611696,0.3170878,0.3847336,0.2090503,0.3368625,0.2942524,0.3943092,0.2724238,0.3289291,0.2486131,0.3169679,0.1087702,0.1898057,0.268005,0.2537493,0.2315264,0.4064373,0.3023764,0.3337429,0.2273012,0.2961781,0.2923324,0.2774402,0.3199609,0.1235877,0.3072776
cg19560758,0.1774625,0.1600132,0.1615359,0.1772256,0.2277313,0.2217644,0.1551384,0.1750524,0.1674192,0.190608,0.1653966,0.1460521,0.1819976,0.2016713,0.1657274,0.1396503,0.2163516,0.1539495,0.1377183,0.150796,0.2075767,0.1348432,0.1532569,0.1238388,0.1624043,0.1483581,0.2221613,0.1113843,0.1577059,0.1707011,0.1874488,0.1565665,0.1403229,0.1609151,0.1619889,0.1431438,0.1455194,0.1406421,0.172193,0.1549857,0.1715791,0.1910703,0.1461664,0.2020533,0.1269631,0.1789309,0.1420976,0.1410579,0.1420694,0.1853986,0.167322,0.1732258,0.1531078,0.134058,0.1387839,0.2021659,0.1540015,0.1392652,0.2339697,0.2305236,0.1918863,0.1562992,0.2416203,0.225577,0.214876,0.2123857,0.198909,0.2185384,0.2187628,0.2236142,0.2154803,0.2120153,0.1973884,0.1860651,0.1949976,0.1751872,0.196966,0.2164114,0.2318597,0.1778251,0.1827924,0.1714152,0.1684532,0.273202,0.2068711,0.1625418,0.2089716
cg18651026,0.5884209,0.6271939,0.6089223,0.578509,0.5214421,0.5719512,0.6051942,0.5516737,0.5885867,0.573367,0.5362372,0.5619189,0.612452,0.5988635,0.561847,0.5216114,0.5567364,0.5401387,0.565033,0.5105622,0.5492605,0.5260668,0.5864742,0.541904,0.5020049,0.5447914,0.4732693,0.5397142,0.5907483,0.5372482,0.6124681,0.5722389,0.581158,0.4775079,0.554813,0.5503,0.5514627,0.5701798,0.5403762,0.5351703,0.5357915,0.5510858,0.5441908,0.5604914,0.5799107,0.6040167,0.5781794,0.5411208,0.5129968,0.5384499,0.5279652,0.5529441,0.5453477,0.5346236,0.5430715,0.5018877,0.5843163,0.5544355,0.5389016,0.5830448,0.536596,0.4713787,0.5437784,0.512518,0.5449612,0.5199738,0.5152614,0.4618079,0.5091151,0.4366568,0.5388749,0.5100761,0.5606686,0.5193813,0.515154,0.5106683,0.4929788,0.4154146,0.4388598,0.487732,0.4953286,0.5106719,0.5005743,0.3573265,0.4616267,0.4919131,0.5338917
cg02228185,0.8037383,0.8096872,0.8204878,0.7746855,0.768845,0.7447586,0.7921229,0.7702486,0.7796704,0.7323656,0.7338092,0.7273232,0.8103448,0.7168391,0.6894312,0.8050783,0.8005829,0.7786772,0.8441125,0.7354049,0.7188205,0.746892,0.8347509,0.7504825,0.8216283,0.7667814,0.7549467,0.7641863,0.7420382,0.7943119,0.7551678,0.7622981,0.7238627,0.7132857,0.7615874,0.8607096,0.7848473,0.7438383,0.6067037,0.8,0.6899152,0.7914349,0.7382408,0.7932418,0.8036937,0.8263605,0.8014824,0.8125318,0.7367124,0.7697471,0.7903166,0.8284948,0.7713211,0.7018844,0.7665676,0.7733266,0.8586159,0.7658777,0.7869479,0.6796568,0.7060228,0.5811538,0.6456184,0.7254122,0.6772658,0.6675681,0.5082088,0.5110339,0.663893,0.6484681,0.6768685,0.6554212,0.8156303,0.6838012,0.6730741,0.7260301,0.7264957,0.7861322,0.6098261,0.6626872,0.7570795,0.7339559,0.6919382,0.7207292,0.641348,0.6403287,0.7330949
cg15480367,0.2331582,0.1912971,0.2469304,0.2520822,0.2821577,0.2474495,0.2165524,0.228297,0.2093818,0.2695985,0.2317956,0.2116301,0.2428949,0.2747113,0.2293761,0.203909,0.2324665,0.1835124,0.2092194,0.192703,0.2660197,0.2216569,0.1915687,0.2057043,0.2367334,0.2228497,0.2787947,0.1914994,0.2246239,0.2636491,0.2734023,0.2212491,0.2264859,0.2394913,0.2255257,0.2117429,0.2265669,0.2322728,0.2763107,0.2327251,0.2413134,0.2578663,0.2088522,0.2644671,0.1971727,0.2243618,0.2306911,0.226286,0.2409846,0.279256,0.2313728,0.2149021,0.210929,0.2369694,0.2278705,0.2678885,0.2181278,0.2511912,0.2869449,0.3105036,0.2788858,0.234766,0.2783627,0.3260422,0.2721016,0.2890452,0.2966352,0.285775,0.3185375,0.3326427,0.3204241,0.2774438,0.2926408,0.2638879,0.2821398,0.2816274,0.3194073,0.3141566,0.2952648,0.2579984,0.2828062,0.245924,0.2775169,0.2671367,0.3085015,0.2388544,0.2693651
